Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length
A0A803K2U1,A0A803K2U1_XENTR,unreviewed,Growth differentiation factor 2,gdf2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),412
A0A1B8XT01,A0A1B8XT01_XENTR,unreviewed,Protein Wnt,XENTR_v90029426mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),342
A0A803K3D6,A0A803K3D6_XENTR,unreviewed,Adenosine deaminase 2,ada2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),692
A0A6I8SBC8,A0A6I8SBC8_XENTR,unreviewed,Preprocaerulein type-4-like,LOC116411701,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),91
A0A6I8Q8S1,A0A6I8Q8S1_XENTR,unreviewed,Cysteine-rich transmembrane BMP regulator 1 (chordin-like),crim1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),956
A4IH35,A4IH35_XENTR,unreviewed,Fas antigen ligand (Tumor necrosis factor ligand superfamily member 6) (Fragment),LOC100124789,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),281
A0A6I8RYB0,A0A6I8RYB0_XENTR,unreviewed,BMP binding endothelial regulator,bmper,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),655
A8WGY6,A8WGY6_XENTR,unreviewed,LOC100127724 protein,pnoc LOC100127724,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),241
A0A6I8Q898,A0A6I8Q898_XENTR,unreviewed,ZnMc domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),293
A0A803KBF1,A0A803KBF1_XENTR,unreviewed,Reticulocalbin 3,rcn3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),331
Q07FX9,Q07FX9_XENTR,unreviewed,Protein Wnt (Fragment),wnt3 TNeu075k09.1-001,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),249
A0A803KCS5,A0A803KCS5_XENTR,unreviewed,ZP domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),359
F7ATS6,F7ATS6_XENTR,unreviewed,Brevican,pam bcan,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1146
F7D692,F7D692_XENTR,unreviewed,Provisional ortholog of Fc fragment of IgG-binding protein,XB5897453 [provisional:fcgbp],Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2535
Q66IF4,Q66IF4_XENTR,unreviewed,MGC89941 protein,pcolce MGC89941,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),470
A0A6I8PWI8,A0A6I8PWI8_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),148
Q5FVW3,Q5FVW3_XENTR,unreviewed,Pentaxin (Pentraxin) (Fragment),crp.3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),221
A0A1B8Y528,A0A1B8Y528_XENTR,unreviewed,Uncharacterized protein,XENTR_v900261521mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1458
B0BLU6,B0BLU6_XENTR,unreviewed,Tetraspanin,LOC549743,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),228
A0A803JR86,A0A803JR86_XENTR,unreviewed,Pentaxin (Pentraxin),apcs,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),247
A0A6I8R607,A0A6I8R607_XENTR,unreviewed,TUB like protein 3,tulp3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),502
A0A803J765,A0A803J765_XENTR,unreviewed,"Mucin 6, oligomeric mucus/gel-forming",muc6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2796
F5XVC3,F5XVC3_XENTR,unreviewed,von Willebrand factor,vwf VWF,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2842
A0A803KES8,A0A803KES8_XENTR,unreviewed,Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (IL-12 subunit p40),il12b IL12B,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),312
A0A803K5N0,A0A803K5N0_XENTR,unreviewed,Tachykinin precursor 1,tac1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),140
A0A1B8XSD1,A0A1B8XSD1_XENTR,unreviewed,TGF_BETA_2 domain-containing protein (Fragment),XENTR_v90030505mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),155
F6WJP7,F6WJP7_XENTR,unreviewed,BCL2-associated athanogene 6,bag6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1136
A0A803JXJ1,A0A803JXJ1_XENTR,unreviewed,Cobalamin binding intrinsic factor,cblif,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),414
A0A6I8SKD0,A0A6I8SKD0_XENTR,unreviewed,Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)],il16 IL16,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1305
F6Z3N4,F6Z3N4_XENTR,unreviewed,Fin bud initiation factor homolog,fibin,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),211
A0A803JB69,A0A803JB69_XENTR,unreviewed,Interleukin-1,LOC105946938,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),270
A0A803JJX4,A0A803JJX4_XENTR,unreviewed,Activin beta-B chain (Inhibin beta B chain),inhbb,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),406
A0A1B8XV78,A0A1B8XV78_XENTR,unreviewed,Phospholipase A2 (EC 3.1.1.4),XENTR_v90026571mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),120
A0A1B8Y2I3,A0A1B8Y2I3_XENTR,unreviewed,Uncharacterized protein,XENTR_v90027475mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1446
A0A6I8S5G8,A0A6I8S5G8_XENTR,unreviewed,Alpha-synuclein,snca,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),129
A0A803JAY6,A0A803JAY6_XENTR,unreviewed,Galectin,LOC116406955,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),149
A0A6I8Q376,A0A6I8Q376_XENTR,unreviewed,Carboxypeptidase Q (Plasma glutamate carboxypeptidase),cpq,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),434
A0A6I8QXR5,A0A6I8QXR5_XENTR,unreviewed,Granulin,grn,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1087
A0A6I8SCI1,A0A6I8SCI1_XENTR,unreviewed,Tachykinin precursor 3,tac3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),120
A0A803JS15,A0A803JS15_XENTR,unreviewed,Growth/differentiation factor 8 (Myostatin),mstn.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),369
A0A6I8RF58,A0A6I8RF58_XENTR,unreviewed,Slit guidance ligand 1,slit1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1501
A0A803K5P4,A0A803K5P4_XENTR,unreviewed,Clusterin,clu,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),410
A0A803K104,A0A803K104_XENTR,unreviewed,"Collagen, type XX, alpha 1",col20a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1335
A0A6I8PYS3,A0A6I8PYS3_XENTR,unreviewed,EGF-like domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),447
A0A6I8QQS3,A0A6I8QQS3_XENTR,unreviewed,ADAMTS-like 3,adamtsl3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1672
A0A803JVC2,A0A803JVC2_XENTR,unreviewed,Protein Wnt,wnt11,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),341
B1WAR8,B1WAR8_XENTR,unreviewed,Mmp1 protein,mmp1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),381
A4II63,A4II63_XENTR,unreviewed,Bmper protein,bmper,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),646
B0JYS3,B0JYS3_XENTR,unreviewed,LOC100145111 protein (Fragment),LOC100145111,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),273
F7AJJ1,F7AJJ1_XENTR,unreviewed,Sushi repeat-containing protein SRPX2,srpx2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),443
A0A6I8R8Q4,A0A6I8R8Q4_XENTR,unreviewed,Progonadoliberin [Cleaved into: Gonadoliberin (Gonadotropin-releasing hormone) (GnRH) (Luliberin) (Luteinizing hormone-releasing hormone) (LH-RH); GnRH-associated peptide (GnRH-associated peptide)],gnrh1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),167
A0A6I8T2L8,A0A6I8T2L8_XENTR,unreviewed,Glycosyl-phosphatidylinositol-specific phospholipase D (EC 3.1.4.50) (Phosphatidylinositol-glycan-specific phospholipase D),gpld1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),826
F7B668,F7B668_XENTR,unreviewed,C-X-C motif chemokine 12 (Stromal cell-derived factor 1),cxcl12,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),109
A9ULL7,A9ULL7_XENTR,unreviewed,Fetub protein (Fragment),fetub,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),398
F7C991,F7C991_XENTR,unreviewed,Protein NDNF,LOC100488368,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),557
F6TNE8,F6TNE8_XENTR,unreviewed,Zona pellucida glycoprotein 4,zp4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),543
A0A803KEW1,A0A803KEW1_XENTR,unreviewed,Resistin-like beta,LOC116408250,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),112
A0A803JMU3,A0A803JMU3_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),197
A0A7D9NK48,A0A7D9NK48_XENTR,unreviewed,"Collagen, type IV, alpha 5",ifnl3 col4a5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1685
A0A6I8SI81,A0A6I8SI81_XENTR,unreviewed,BCL2-associated athanogene 6,bag6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1117
A0A6I8RLF9,A0A6I8RLF9_XENTR,unreviewed,Nidogen 2,nid2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1463
A0A6I8QWE1,A0A6I8QWE1_XENTR,unreviewed,Amelogenin X-linked,amelx,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),184
A0A803J293,A0A803J293_XENTR,unreviewed,Fibroblast growth factor (FGF),fgf5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),251
A0A6I8R4P4,A0A6I8R4P4_XENTR,unreviewed,Protein kinase C-binding protein NELL2,nell2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),803
A0A803K2J0,A0A803K2J0_XENTR,unreviewed,Heparan sulfate proteoglycan 2,hspg2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4291
A8E5X1,A8E5X1_XENTR,unreviewed,LOC100127631 protein (Fragment),LOC100127631,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),483
A0A6I8QNN6,A0A6I8QNN6_XENTR,unreviewed,ADAM metallopeptidase with thrombospondin type 1 motif 12,adamts12,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1519
F6PJL9,F6PJL9_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1953
A0A6I8RE62,A0A6I8RE62_XENTR,unreviewed,Collagen type VI alpha 3 chain,col6a3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3094
A0A6I8Q1R3,A0A6I8Q1R3_XENTR,unreviewed,Elastin microfibril interfacer 1,emilin1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1096
A0A6I8S1B8,A0A6I8S1B8_XENTR,unreviewed,Semaphorin-3C,sema3c,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),736
A0A6I8SDX4,A0A6I8SDX4_XENTR,unreviewed,Nidogen 1,nid1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1215
A0A803JWC8,A0A803JWC8_XENTR,unreviewed,Granulin,grn,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1087
A0A803KCK8,A0A803KCK8_XENTR,unreviewed,"Mucin 5AC, oligomeric mucus/gel-forming",muc5ac,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4203
A0A6I8SSI5,A0A6I8SSI5_XENTR,unreviewed,Protein Wnt,wnt5a wnt5b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),354
A0A1B8Y8M7,A0A1B8Y8M7_XENTR,unreviewed,SCY domain-containing protein,cxcl10 XENTR_v90029262mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),99
A0A6I8T143,A0A6I8T143_XENTR,unreviewed,C1q and TNF related 9B,c1qtnf9b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),454
A0A6I8QCH0,A0A6I8QCH0_XENTR,unreviewed,Protein Wnt,wnt7c,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),350
A0A803K9I5,A0A803K9I5_XENTR,unreviewed,Meteorin-like protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),224
F7CSP0,F7CSP0_XENTR,unreviewed,Complement C3,c3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1703
A0A803JRD7,A0A803JRD7_XENTR,unreviewed,"Mucin 5AC, oligomeric mucus/gel-forming",muc5ac,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4206
A0A6I8R602,A0A6I8R602_XENTR,unreviewed,Matrix metallopeptidase 16,mmp16,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),581
A0A803JAC3,A0A803JAC3_XENTR,unreviewed,Collagen type XI alpha 2 pseudogene 1,col11a2p1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1764
A0A6I8RRC4,A0A6I8RRC4_XENTR,unreviewed,Progonadoliberin [Cleaved into: Gonadoliberin (Gonadotropin-releasing hormone) (GnRH) (Luliberin) (Luteinizing hormone-releasing hormone) (LH-RH); GnRH-associated peptide (GnRH-associated peptide)],gnrh1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),107
A0A803JBD5,A0A803JBD5_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),421
F7B6B2,F7B6B2_XENTR,unreviewed,Matrix metalloproteinase-18,LOC100127856,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),573
A0A6I8RZ16,A0A6I8RZ16_XENTR,unreviewed,Protein kinase C-binding protein NELL2,nell2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),782
A9JTV5,A9JTV5_XENTR,unreviewed,LOC100127862 protein (Fragment),LOC100127862,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),122
A0A803JSH5,A0A803JSH5_XENTR,unreviewed,Galanin peptides,LOC100491634,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),146
Q68FB3,Q68FB3_XENTR,unreviewed,Tubby-like protein,tub,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),454
A0A803JBF0,A0A803JBF0_XENTR,unreviewed,"Trefoil factor 3, gene 5",tff3.5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),300
A0JMB0,A0JMB0_XENTR,unreviewed,Protein Wnt,wnt10b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),388
A0A803JPR4,A0A803JPR4_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),626
A0A6I8QZE0,A0A6I8QZE0_XENTR,unreviewed,Apolipoprotein M,apom,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),185
A0A803JX09,A0A803JX09_XENTR,unreviewed,"Mucin 6, oligomeric mucus/gel-forming",muc6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1645
A0A803J9L1,A0A803J9L1_XENTR,unreviewed,Alpha-2-macroglobulin-like 1,a2ml1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1440
A0A6I8SJY5,A0A6I8SJY5_XENTR,unreviewed,Complement C3,c3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1685
A0A803JE05,A0A803JE05_XENTR,unreviewed,Peptide YY,pyy,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),252
A0A6I8R2V4,A0A6I8R2V4_XENTR,unreviewed,Triacylglycerol lipase (EC 3.1.1.3) (Pancreatic lipase),,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),473
A0A6I8QVF2,A0A6I8QVF2_XENTR,unreviewed,Bactericidal permeability-increasing protein,bpi.4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),475
F6V1C3,F6V1C3_XENTR,unreviewed,Insulin like growth factor 1,igf1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),153
A0A803K2N4,A0A803K2N4_XENTR,unreviewed,Neuroendocrine protein 7B2,arhgap11a.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),379
A0A803JRJ8,A0A803JRJ8_XENTR,unreviewed,Complement factor B,cfb,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),699
A0A6I8S5N6,A0A6I8S5N6_XENTR,unreviewed,Matrix metalloproteinase-18,mmp8,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),466
F6U204,F6U204_XENTR,unreviewed,Tubulointerstitial nephritis antigen-like 1,tinagl1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),464
A0A803JEY9,A0A803JEY9_XENTR,unreviewed,Granulin,grn,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1087
A0A803J251,A0A803J251_XENTR,unreviewed,"Collagen, type XXVIII, alpha 1",col28a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1142
A0A1B8XUG5,A0A1B8XUG5_XENTR,unreviewed,Uncharacterized protein (Fragment),XENTR_v90027282mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),69
A0A6I8Q239,A0A6I8Q239_XENTR,unreviewed,Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89),sec11c,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),184
A0A6I8RMC3,A0A6I8RMC3_XENTR,unreviewed,Laminin subunit alpha 2,lama2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3199
A0A803JVW7,A0A803JVW7_XENTR,unreviewed,"Trefoil factor 3, gene 5",tff3.5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),421
A0A803K035,A0A803K035_XENTR,unreviewed,C-X-C motif chemokine 12 (Stromal cell-derived factor 1),cxcl12,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),110
A0A1B8Y3K4,A0A1B8Y3K4_XENTR,unreviewed,Chemerin (Retinoic acid receptor responder protein 2),XENTR_v90027098mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),105
F6VH71,F6VH71_XENTR,unreviewed,FAM3 metabolism-regulating-signaling molecule B,fam3b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),234
F6ZXK7,F6ZXK7_XENTR,unreviewed,"Mucin 6, oligomeric mucus/gel-forming",muc6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1577
A0A6I8Q5I0,A0A6I8Q5I0_XENTR,unreviewed,Protein FAM3C,fam3c,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),254
A0A803JTG3,A0A803JTG3_XENTR,unreviewed,Growth differentiation factor 3,gdf3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),326
A0A6I8R5F9,A0A6I8R5F9_XENTR,unreviewed,Norrie disease (pseudoglioma),ndp,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),132
F6TWH3,F6TWH3_XENTR,unreviewed,Collagen alpha-1(XXVIII) chain,LOC100490088,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1224
A9JTT3,A9JTT3_XENTR,unreviewed,Liver-expressed antimicrobial peptide 2,leap2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),78
A0A7D9NLQ9,A0A7D9NLQ9_XENTR,unreviewed,Uromodulin,umod.3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),943
A0A803KCT6,A0A803KCT6_XENTR,unreviewed,"Mucin 2, oligomeric mucus/gel-forming",muc2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4493
A0A6I8QWS3,A0A6I8QWS3_XENTR,unreviewed,Antidorsalizing morphogenetic protein 2,admp2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),432
A0A803K5U9,A0A803K5U9_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1427
F7AQH9,F7AQH9_XENTR,unreviewed,Matrix metallopeptidase 28,mmp28,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),510
A0A803JEP2,A0A803JEP2_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),284
A0A803JFD8,A0A803JFD8_XENTR,unreviewed,Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (IL-12 subunit p40),il12b IL12B,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),294
A0A803JR82,A0A803JR82_XENTR,unreviewed,Protein Wnt,wnt7a,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),327
A0A803J4A0,A0A803J4A0_XENTR,unreviewed,Complement C4A (Rodgers blood group),c4a,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1622
A0A803JV05,A0A803JV05_XENTR,unreviewed,Netrin-1,ntn1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),551
A0A6I8R057,A0A6I8R057_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),124
A0A803JIW3,A0A803JIW3_XENTR,unreviewed,Elastin (Tropoelastin),eln1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1128
A0A803JW12,A0A803JW12_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2766
D3WKE1,D3WKE1_XENTR,unreviewed,XT-6 like,xt6l,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),91
A1DPK1,A1DPK1_XENTR,unreviewed,Gastric inhibitory polypeptide (Glucose-dependent insulinotropic polypeptide),gip,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),150
K9J850,K9J850_XENTR,unreviewed,Collagen type XI alpha 2 pseudogene 1,col11a2p1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1714
A0A6I8SCS1,A0A6I8SCS1_XENTR,unreviewed,"Collagen, type I, alpha 1",col1a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1404
A0A803JPP6,A0A803JPP6_XENTR,unreviewed,Alpha-synuclein,snca,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),144
A0A6I8SX73,A0A6I8SX73_XENTR,unreviewed,Meteorin-like protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),223
A0A1B8Y3U9,A0A1B8Y3U9_XENTR,unreviewed,Uncharacterized protein,XENTR_v90026949mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),547
A0A6I8PZA1,A0A6I8PZA1_XENTR,unreviewed,Pentaxin (Pentraxin),crp.3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),222
Q28E04,Q28E04_XENTR,unreviewed,Cellular repressor of E1A-stimulated genes 1 (Fragment),creg1 TEgg035n21.1-001,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),150
A0A6I8SA05,A0A6I8SA05_XENTR,unreviewed,Annexin,anxa9,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),333
A0A6I8PTU6,A0A6I8PTU6_XENTR,unreviewed,Matrix metallopeptidase 20,mmp20,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),458
